分类,视频,类型,点赞,评论,综合评分
日常,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
日常,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
日常,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
日常,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
日常,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
日常,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
日常,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
日常,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
日常,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
日常,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
日常,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
日常,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
日常,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
日常,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
日常,老外vs你的联系方式,搞笑,58616,816,18156.0
日常,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
日常,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
日常,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
日常,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
日常,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
日常,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
日常,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
日常,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
日常,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
日常,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
日常,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
日常,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
日常,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
日常,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
日常,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
日常,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
日常,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
科学科普,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
科学科普,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
科学科普,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
科学科普,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
科学科普,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
科学科普,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
科学科普,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
科学科普,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
科学科普,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
科学科普,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
科学科普,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
科学科普,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
科学科普,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
科学科普,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
科学科普,在乡下生活也是一种享受,搞笑,39670,412,12189.4
科学科普,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
科学科普,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
科学科普,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
科学科普,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
科学科普,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
科学科普,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
科学科普,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
科学科普,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
科学科普,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
科学科普,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
科学科普,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
科学科普,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
科学科普,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
科学科普,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
科学科普,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
科学科普,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
科学科普,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
科学科普,老外vs你的联系方式,搞笑,58616,816,18156.0
科学科普,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
科学科普,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
科学科普,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
科学科普,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
科学科普,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
科学科普,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
科学科普,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
科学科普,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
科学科普,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
科学科普,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
科学科普,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
科学科普,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
科学科普,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
科学科普,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
科学科普,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
科学科普,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
科学科普,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
人文历史,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
人文历史,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
人文历史,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
人文历史,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
人文历史,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
人文历史,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
人文历史,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
人文历史,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
人文历史,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
人文历史,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
人文历史,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
人文历史,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
人文历史,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
人文历史,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
人文历史,在乡下生活也是一种享受,搞笑,39670,412,12189.4
人文历史,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
人文历史,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
人文历史,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
人文历史,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
人文历史,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
人文历史,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
人文历史,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
人文历史,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
人文历史,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
人文历史,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
人文历史,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
人文历史,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
人文历史,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
人文历史,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
人文历史,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
人文历史,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
人文历史,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
人文历史,老外vs你的联系方式,搞笑,58616,816,18156.0
人文历史,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
人文历史,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
人文历史,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
人文历史,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
人文历史,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
人文历史,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
人文历史,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
人文历史,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
人文历史,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
人文历史,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
人文历史,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
人文历史,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
人文历史,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
人文历史,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
人文历史,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
人文历史,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
人文历史,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
明星综合,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
明星综合,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
明星综合,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
明星综合,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
明星综合,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
明星综合,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
明星综合,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
明星综合,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
明星综合,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
明星综合,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
明星综合,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
明星综合,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
明星综合,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
明星综合,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
明星综合,在乡下生活也是一种享受,搞笑,39670,412,12189.4
明星综合,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
明星综合,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
明星综合,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
明星综合,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
明星综合,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
明星综合,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
明星综合,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
明星综合,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
明星综合,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
明星综合,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
明星综合,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
明星综合,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
明星综合,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
明星综合,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
明星综合,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
明星综合,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
明星综合,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
明星综合,老外vs你的联系方式,搞笑,58616,816,18156.0
明星综合,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
明星综合,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
明星综合,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
明星综合,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
明星综合,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
明星综合,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
明星综合,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
明星综合,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
明星综合,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
明星综合,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
明星综合,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
明星综合,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
明星综合,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
明星综合,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
明星综合,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
明星综合,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
明星综合,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
综艺,【超实用】你的手机号绑定了多少app？30秒快速查询、解绑！,社会,147649,4142,47194.1
综艺,读书不知归处，误入书画境中,绘画,380361,1034,114832.1
综艺,【暴走大事件第九季】 05 考漂移、测智商、忽悠聊天？扒一扒各国驾考文化,综艺,23295,477,7322.4
综艺,夜以继日，蛮横搏斗太刺激，这鱼我等它一年了！,运动综合,31569,2240,11038.699999999999
综艺,《 轻 轻 敲 醒 沉 睡 的 心 灵 》,单机游戏,72509,370,22011.7
综艺,一个午餐肉罐头能放十年还不坏，原理是什么？,科学科普,46941,957,14752.199999999999
综艺,卧槽！原来刘亦菲当年说的都是真的！,粉丝创作,60805,2630,20082.5
综艺,这个4年前最被期待的射击游戏终于要来了！【第三次世界大战】,网络游戏,294276,3446,90695.0
综艺,你们根本不懂有女儿的快乐………,搞笑,31401,283,9618.4
综艺,大庆赶海，发现一只大个猫眼螺藏在沙子里，肥肥的一捏全是水,田园美食,36821,462,11369.699999999999
综艺,假如世界禁止嘤嘤怪,健身,21531,314,6679.1
综艺,称霸亚洲走向世界？印度的大国梦是怎么破碎的,人文历史,12224,435,3971.7
综艺,艾特喜欢汪汪的男孩子来看,汪星人,35004,859,11102.499999999998
综艺,为什么男人的韭菜不好割了【沈帅波】,财经商业,18735,1048,6354.1
综艺,在乡下生活也是一种享受,搞笑,39670,412,12189.4
综艺,千 万 别 在 西 藏 上 厕 所 ！,出行,34923,908,11112.5
综艺,编剧真的没有必要让男女主强行双洁！！！,影视杂谈,24466,3325,9667.3
综艺,课 堂 请 勿 对 对 子【2022毕业篇】！！！,短片·手书·配音,298436,1774,90772.6
综艺,金字塔尖的做法！肉香和豆豉香结合，下饭简直一绝~丨回锅肉,美食制作,18163,606,5873.099999999999
综艺,原来蹭吃蹭喝这么幸福，就不知道以后有没有机会呀，哈哈哈,出行,58195,456,17777.7
综艺,2022《伴你成长》毕业季大合唱来了！,MV,142981,1706,44088.49999999999
综艺,在印度想家了怎么办？吃点家乡的美食！,美食侦探,148959,2340,46325.7
综艺,如果僵尸拿起了铲子！,单机游戏,305280,477,91917.9
综艺,谢谢你，虚空妈咪,电子竞技,53887,962,16839.5
综艺,空灵嗓音直击灵魂深处，男女合唱英文版《海底》,翻唱,13895,459,4489.8
综艺,我知道，喜茶很想弄死我...,美食制作,104132,1188,32071.199999999997
综艺,学渣的自我修养！画地为牢什么的，常规操作而已,搞笑,165165,364,49804.3
综艺,Cardi B《浦巴罗》精彩片段,明星综合,20721,547,6599.2
综艺,【原神填词/海底】浮生终一刹，万般皆难舍,手机游戏,23866,505,7513.3
综艺,孤勇者小学生 但是特效拉满,鬼畜剧场,337827,3211,103595.79999999999
综艺,我只是多看了他一眼，他就拼命追我们，可能是疯了？,汪星人,212167,2935,65704.6
综艺,小诊所深藏中医圣手，他用吸血鬼造神奇，为病人好从不多开一副药,科学科普,54592,1045,17109.1
综艺,老外vs你的联系方式,搞笑,58616,816,18156.0
综艺,剧TOP：豆瓣9.1，现象级韩剧《D.P逃兵追缉令》（上）,影视杂谈,35567,1367,11627.0
综艺,“一百一别住酒店了，你上我家住别墅去吧。”出行奇遇，路遇“空城”,出行,13278,1844,5274.2
综艺,大家切记 东西咱能不买就不买 能白嫖就白嫖,日常,86296,1420,26882.8
综艺,后来的古言剧再无这般惊才绝艳的台词！这来自几百年前的女性呐喊至今振聋发聩,影视剪辑,27498,393,8524.5
综艺,求求你别卷了！这玩意在校门口卖10元真不贵…,美食制作,58679,538,17980.3
综艺,这玩意才是米饭杀手！！！,美食制作,21558,491,6811.099999999999
综艺,中国上海独有的超市？美食堪比世界级食堂！烤猪肘、烤鸡竟然是这味道？,美食测评,23195,431,7260.2
综艺,在毕业最后一天和被拒三年的学姐表白？,美妆护肤,65853,889,20378.199999999997
综艺,“一步之遥-金州勇士”,篮球,53916,272,16365.199999999999
综艺,【神超云顶之弈】T0冒险刀霞！顶级拼多多理解把把吃分， 学会三天上大师！【S7巨龙之境阵容教学】,电子竞技,24624,1540,8465.2
综艺,有一个表情管理的教导主任是什么体验,舞蹈综合,209120,1745,63957.5
综艺,破败之王超级分身：50个英雄！我一个人就是军队！(破败之王 佛耶戈BUG),电子竞技,11105,875,3944.0
综艺,李庄白肉  厨子探店¥199,美食侦探,81812,2064,25988.399999999998
综艺,这也行？我国科学家通过蚂蟥体内DNA分析保护区动物！,社会,49235,1040,15498.5
综艺,去孔子学院接侯哥放学，检查学习成果，新房子买电缆刚好1000万当地币,出行,21534,1053,7197.299999999999
综艺,食人巨鳄横行非洲40年，开枪打不死至今没抓着，现实比电影还离谱···,动物综合,11338,691,3885.1
综艺,80买3斤牛最便宜的肉，看着丑，做好香！比牛腱肉还好吃！,美食记录,14823,426,4745.099999999999
